0,217116.1789418693
1,218087.204541189
2,220329.1354623211
3,221109.4815221671
4,221109.9039967921
5,220388.6050507798
6,220437.9211918284
7,221881.040758373
8,224432.87320742183
9,228430.1194590761
10,233461.50972997112
11,238944.1073464196
12,244243.40972311623
13,249125.53553507174
14,253037.65715975934
15,254642.16367036346
16,254595.16067875648
17,252698.45649094795
18,248034.8474663792
19,241476.60425097117
20,234737.35838382022
21,228797.67416688893
22,224363.56104539288
23,221186.17096193068
